256 0.000000 8.544922e-004 1.651922e+004
256 0.050000 9.783325e-002 1.660307e+004
256 0.100000 2.016296e-001 1.689087e+004
256 0.150000 3.109009e-001 1.667782e+004
256 0.200000 4.325012e-001 1.714635e+004
256 0.250000 5.579895e-001 1.715953e+004
256 0.300000 7.061279e-001 1.646358e+004
256 0.350000 8.734314e-001 1.634663e+004
256 0.400000 1.101245e+000 1.650177e+004
256 0.450000 1.500751e+000 1.660037e+004
256 0.500000 1.721051e+000 1.667950e+004
256 0.550000 1.823633e+000 1.670886e+004
256 0.600000 1.905145e+000 1.669687e+004
256 0.650000 1.918793e+000 1.779851e+004
256 0.700000 1.965631e+000 1.633972e+004
256 0.750000 1.954218e+000 1.665292e+004
256 0.800000 1.985937e+000 1.652390e+004
256 0.850000 1.991180e+000 1.654246e+004
256 0.900000 1.994318e+000 1.621248e+004
256 0.950000 1.975208e+000 1.700163e+004
256 1.000000 1.997394e+000 1.660493e+004


256 0.000000 4.357910e-003 1.212858e+006
256 0.050000 1.079529e-001 1.215874e+006
256 0.100000 1.833435e-001 1.221639e+006
256 0.150000 3.123962e-001 1.214504e+006
256 0.200000 4.245239e-001 1.213473e+006
256 0.250000 5.534668e-001 1.214244e+006
256 0.300000 7.045593e-001 1.214994e+006
256 0.350000 8.707031e-001 1.213532e+006
256 0.400000 1.098962e+000 1.215395e+006
256 0.450000 1.500195e+000 1.213591e+006
256 0.500000 1.745898e+000 1.214305e+006
256 0.550000 1.824762e+000 1.213903e+006
256 0.600000 1.872101e+000 1.213126e+006
256 0.650000 1.942688e+000 1.212883e+006
256 0.700000 1.966907e+000 1.212934e+006
256 0.750000 1.953070e+000 1.215207e+006
256 0.800000 1.962469e+000 1.212333e+006
256 0.850000 1.990698e+000 1.224618e+006
256 0.900000 1.993909e+000 1.217224e+006
256 0.950000 1.995618e+000 1.218026e+006
256 1.000000 1.997198e+000 1.216896e+006


256 0.000000 3.662109e-003 3.733848e+004
256 0.050000 1.497253e-001 3.682618e+004
256 0.100000 2.415955e-001 3.751704e+004
256 0.150000 3.373108e-001 3.687797e+004
256 0.200000 4.324890e-001 3.749488e+004
256 0.250000 5.358643e-001 3.795569e+004
256 0.300000 6.543213e-001 3.780064e+004
256 0.350000 8.043335e-001 3.805560e+004
256 0.400000 1.264758e+000 3.835562e+004
256 0.450000 1.572137e+000 3.794181e+004
256 0.500000 1.730518e+000 3.741513e+004
256 0.550000 1.833215e+000 3.765588e+004
256 0.600000 1.892560e+000 3.723918e+004
256 0.650000 1.902448e+000 3.701887e+004
256 0.700000 1.921741e+000 3.669475e+004
256 0.750000 1.979327e+000 3.718792e+004
256 0.800000 1.944769e+000 3.686617e+004
256 0.850000 1.971808e+000 3.669625e+004
256 0.900000 1.974518e+000 3.647581e+004
256 0.950000 1.977411e+000 3.662100e+004
256 1.000000 1.978394e+000 3.689913e+004


256 0.000000 3.967285e-003 2.508770e+004
256 0.050000 1.501587e-001 2.523255e+004
256 0.100000 2.439575e-001 2.549290e+004
256 0.150000 3.385193e-001 2.635253e+004
256 0.200000 4.340149e-001 2.613504e+004
256 0.250000 5.372314e-001 2.570071e+004
256 0.300000 6.523865e-001 2.565124e+004
256 0.350000 8.025818e-001 2.584824e+004
256 0.400000 1.266016e+000 2.518430e+004
256 0.450000 1.573981e+000 2.487357e+004
256 0.500000 1.742432e+000 2.442216e+004
256 0.550000 1.840741e+000 2.463241e+004
256 0.600000 1.882770e+000 2.454211e+004
256 0.650000 1.924054e+000 2.513806e+004
256 0.700000 1.944153e+000 2.446649e+004
256 0.750000 1.979590e+000 2.465337e+004
256 0.800000 1.945276e+000 2.392239e+004
256 0.850000 1.970581e+000 2.388515e+004
256 0.900000 1.994366e+000 2.396654e+004
256 0.950000 1.977057e+000 2.397985e+004
256 1.000000 1.959796e+000 2.399995e+004


256 0.000000 9.826660e-003 1.898130e+004
256 0.050000 1.502625e-001 1.893934e+004
256 0.100000 2.409424e-001 1.912037e+004
256 0.150000 3.352112e-001 1.917586e+004
256 0.200000 4.353516e-001 1.921263e+004
256 0.250000 5.395874e-001 1.938763e+004
256 0.300000 6.505676e-001 1.944781e+004
256 0.350000 8.007690e-001 1.979701e+004
256 0.400000 1.265985e+000 1.869757e+004
256 0.450000 1.563330e+000 1.820318e+004
256 0.500000 1.734985e+000 1.812466e+004
256 0.550000 1.839001e+000 1.882584e+004
256 0.600000 1.867255e+000 1.814794e+004
256 0.650000 1.922656e+000 1.799956e+004
256 0.700000 1.922119e+000 1.779000e+004
256 0.750000 1.978308e+000 1.756626e+004
256 0.800000 1.966815e+000 1.772852e+004
256 0.850000 1.950757e+000 1.763332e+004
256 0.900000 1.974725e+000 1.764317e+004
256 0.950000 1.977313e+000 1.770437e+004
256 1.000000 1.978687e+000 1.763787e+004


256 0.000000 4.272461e-004 1.613115e+004
256 0.050000 1.505981e-001 1.618888e+004
256 0.100000 2.436584e-001 1.604562e+004
256 0.150000 3.367554e-001 1.606703e+004
256 0.200000 4.360168e-001 1.608307e+004
256 0.250000 5.357727e-001 1.617253e+004
256 0.300000 6.542053e-001 1.624118e+004
256 0.350000 8.020996e-001 1.621006e+004
256 0.400000 1.256189e+000 1.520337e+004
256 0.450000 1.576062e+000 1.433127e+004
256 0.500000 1.733264e+000 1.436864e+004
256 0.550000 1.837878e+000 1.438918e+004
256 0.600000 1.854865e+000 1.443049e+004
256 0.650000 1.899939e+000 1.445691e+004
256 0.700000 1.946027e+000 1.442026e+004
256 0.750000 1.957434e+000 1.452132e+004
256 0.800000 1.945459e+000 1.452818e+004
256 0.850000 1.971460e+000 1.458863e+004
256 0.900000 1.955225e+000 1.452297e+004
256 0.950000 1.957770e+000 1.465473e+004
256 1.000000 1.960217e+000 1.466170e+004
