16 0.223700 4.687500e-001 1.717049e+005
32 0.223700 5.273438e-001 1.685338e+005
64 0.223700 4.628906e-001 1.699104e+005
128 0.223700 4.899902e-001 1.713674e+005
256 0.223700 4.888916e-001 1.787718e+005
512 0.223700 4.856262e-001 1.901703e+005
1024 0.223700 4.890060e-001 3.138515e+005
2048 0.223700 4.877357e-001 8.978357e+005
4096 0.223700 4.880691e-001 2.892820e+006
