1000 0.000003 2559453241.800153 
2000 0.000005 3178255458.205068 
3000 0.000007 3593192789.577013 
4000 0.000008 3850745316.310429 
5000 0.000010 4199027906.394694 
6000 0.000010 4588640273.504273 
7000 0.000011 5088961629.292601 
8000 0.000012 5477156825.137727 
9000 0.000013 5471326895.552134 
10000 0.000014 5659374599.426547 
11000 0.000015 5966196589.347774 
12000 0.000016 6143625022.886786 
13000 0.000017 6078277934.926497 
14000 0.000018 6148717905.759162 
15000 0.000019 6254709581.210389 
16000 0.000020 6371220696.611879 
17000 0.000022 6291918641.076550 
18000 0.000023 6293750596.571667 
19000 0.000024 6333226126.260368 
20000 0.000025 6449054776.090717 
21000 0.000026 6414593281.747838 
22000 0.000027 6476552939.112125 
23000 0.000028 6539993525.698064 
24000 0.000029 6613882785.808147 
25000 0.000030 6591967309.732427 
26000 0.000032 6600206022.091088 
27000 0.000033 6640059102.902374 
28000 0.000034 6646792331.093032 
29000 0.000035 6647392342.111555 
30000 0.000036 6625418501.332807 
31000 0.000037 6671075145.101811 
32000 0.000038 6720126574.039304 
33000 0.000039 6730465937.272064 
34000 0.000041 6660929429.280397 
35000 0.000042 6717027682.452528 
36000 0.000043 6740657637.900728 
37000 0.000044 6751945528.212101 
38000 0.000045 6737659732.093318 
39000 0.000046 6758368269.379745 
40000 0.000047 6791879563.798295 
41000 0.000048 6838312516.154687 
42000 0.000049 6819511475.647819 
43000 0.000050 6854512344.711276 
44000 0.000051 6894531652.190156 
45000 0.000052 6882019279.414781 
46000 0.000053 6884341883.544078 
47000 0.000054 6904808686.514886 
48000 0.000055 6929452893.344233 
49000 0.000056 6955316079.360379 
50000 0.000058 6911456878.617479 
51000 0.000059 6938214972.936812 
52000 0.000060 6975136773.935638 
53000 0.000060 7019340040.654418 
54000 0.000062 6980676624.352282 
55000 0.000063 7005233578.166221 
56000 0.000064 7040666174.569571 
57000 0.000065 7064221403.904042 
58000 0.000066 7017477575.451628 
59000 0.000067 7034847069.274915 
60000 0.000068 7059879791.001859 
61000 0.000069 7081688239.975089 
62000 0.000070 7060494770.066180 
63000 0.000071 7073190959.128704 
64000 0.000072 7092905877.495748 
65000 0.000073 7112583215.118460 
66000 0.000074 7102036437.104145 
67000 0.000075 7102588876.076139 
68000 0.000076 7129314240.184974 
69000 0.000077 7152584401.983349 
70000 0.000078 7142931727.640422 
71000 0.000079 7145557721.089966 
72000 0.000080 7156582451.567036 
73000 0.000081 7188582476.632086 
74000 0.000082 7178871192.321036 
75000 0.000084 7170158983.417858 
76000 0.000085 7170657646.182181 
77000 0.000085 7211374522.719661 
78000 0.000087 7213421426.012182 
79000 0.000088 7203554840.550566 
80000 0.000089 7210482721.570840 
81000 0.000090 7239359654.800431 
82000 0.000091 7245459971.033575 
83000 0.000092 7203315459.224582 
84000 0.000093 7233971429.304725 
85000 0.000094 7243312474.603820 
86000 0.000095 7260397156.910845 
87000 0.000096 7245468743.252131 
88000 0.000097 7261435215.423963 
89000 0.000098 7277199717.328265 
90000 0.000099 7288192202.338574 
91000 0.000100 7269867295.215647 
92000 0.000101 7281709072.038496 
93000 0.000104 7179400158.746593 
94000 0.000103 7311943732.106221 
95000 0.000104 7293690672.585203 
96000 0.000105 7305194402.993537 
97000 0.000106 7301805729.669097 
98000 0.000109 7224171130.419499 
99000 0.000109 7294842202.580291 
100000 0.000109 7308582256.975452 
