#array_size, ... speedup with 2^n threads max.
134217728 1.029537e+10
67108864 5.104651e+09
33554432 2.542799e+09
16777216 1.276814e+09
8388608 6.525743e+08
4194304 3.210101e+08
2097152 1.547649e+08
1048576 7.828890e+07
524288 3.838770e+07
262144 2.249976e+07
131072 1.102383e+07
65536 5.089537e+06
32768 3.436945e+06
16384 2.326539e+06
8192 6.808520e+05
4096 3.525360e+05
2048 2.123860e+05
1024 2.763580e+05
512 1.051390e+05
256 5.155700e+04
128 3.492300e+04
64 2.522100e+04
